,username,tweet4original
10269,AfricaCheck,#Nigeria editor @pantaphobious will be giving intro sessions on #factchecking. Deadline is 25 July. Sign up here ?????????€? https://t.co/QmyyjOvE4p
10272,danfagin,"Want to make world better with science journalism? Worry less abt scaring readers &amp; more abt fairness, accuracy, in?€? https://t.co/H10CJqBKIZ"
10275,gijn,"@venohr Just a note, we featured your tweet on mapping refugee rescue boats in @gijn's Top 10 #ddj July 17-23 list!?€? https://t.co/zQCnw1cekW"
10276,womensmediacntr,https://t.co/BhRbGyIRjs
10279,CurtisSChin,"Because you know I ??? my #infographics, a #CurtisChinJobShoutout to ????. #WSJ #hiring #journalism #jobs ???? @rschallom?€? https://t.co/AKRWy3Ajbq"
10281,infogram,Say hello to the new Data Journalism Handbook https://t.co/yDmkkykfMF by @datatheism #ddj https://t.co/iU0AiphaE3
10283,gijn,"How data journalism stories are told on radio, audio and podcasts?
https://t.co/gajfhk5Khb #ddj https://t.co/kJGzolK27k"
10286,judyberman,This is poetry. https://t.co/J3q5IXySaR
10287,dziennikarz,Najbardziej anga??uj??cy twett o #DDJ #Dataviz w ci??gu ostatnich 6h. https://t.co/UeJmNPd651
10288,mattwaite,"@roysukanya @ACJIndia Well, first I define drone journalism as the use of small unmanned aircraft to gather photos,?€? https://t.co/IiQ6G2FGFg"
10292,gijn,Top 10 #ddj: @zeitonline took a data-driven look to map refugee rescue operations in the Mediterranean Sea.Congrats?€? https://t.co/BOevxPFaaG
10295,Info_Activism,Blast from the past: Three incredible examples of early data journalism | https://t.co/wFqRIaX2at
10296,dziennikarz,Najbardziej anga??uj??cy twett o #DDJ #Dataviz w ci??gu ostatnich 6h. https://t.co/zp6W4amAzF
10297,GENinnovate,Why #datajournalism is a civic duty in developing countries https://t.co/0C0IxzsTO8
10299,InkHousePR,"It?€?s a #data-driven world, and #journalism is no exception. @nfee104 has more on what's fueling this trend:?€? https://t.co/e8LtLtTwZU"
10304,tnofuentes,"Data journalism has peaked, in one chart https://t.co/gWB04saz3T"
10308,GENinnovate,Colombian and Brazilian digital media sites win at 2017 #DataJournalism Awards ?€? #dja2017 #Gensummit https://t.co/5gB2AjDfAQ
10309,AbhinavAgarwal,"To be clear, IndiaSpend is a site started by highly compromised people, and headed by an alleged plagiarist.
https://t.co/zrdUh488Ir"
10310,Danict89,????????from @visualisingdata:THE CHARTMAKER DIRECTORY https://t.co/opq8l6BASO  links to tutorials for #dataviz?€? https://t.co/HSZhv1Tf76
10311,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/LpC39hzVks https://t.co/S6AnakjYqt
10313,shelholtz,LAST DAY to register for Data Journalism webinar (tomorrow at 12p ET). Learn the implications for communicators. https://t.co/ZsUimfPhSb
10314,AlexiMostrous,Welcome! https://t.co/G0ib08AmcQ
10315,llewhinkes,The biggest problem in data journalism is finding out the current crime rate
10316,palewire,There is still time for you! https://t.co/yQaRrl92qV
10318,davidblawal,Free digital training for 100 Nigerian Journalists - https://t.co/JoJe4NgYBY #DataJournalism inclusive #SocialMedia?€? https://t.co/cBP0ScD1JD
10319,YRDeshmukh,"Counting number of ""Countries"" covered AS number of ""Trips"". This is why #DataJournalism is India is such a no go a?€? https://t.co/ESrHT8w31o"
10320,Bahareh360,"Data Journalism postgrad prof cert at UCD: https://t.co/MAS573SbdX
Application Deadline 31st July.
@UCD_iSchool #ddj https://t.co/Q3Yzi3C5wy"
10321,EromoEgbejule,Thread... https://t.co/mp1zUs1vCj
10323,gijn,10 things you have to consider when setting up a data journalism team in your newsroom from @fabiolatorres?€? https://t.co/YYmzLAn1OE
10326,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/MTpsOmWJpX https://t.co/7DgcAV3tho
10327,CameronConaway,"""Empathy is at the heart of some of the most innovative data journalism and visualisation around.""?€? https://t.co/r7IdVCiLMM"
10328,gijn,"How data journalism stories are told on radio, audio &amp; podcasts?
https://t.co/gajfhk5Khb #ddj https://t.co/9fgWSaJ8Kz"
10331,dziennikarz,Fajny zbi??r czit szits??w dla programist??w i dziennikarzy interesuj??cych si?? #datajournalism #ddj?€? https://t.co/sLDObbX2O8
10332,Jdharden,?€?A new data journalism handbook?€? by @smfrogers https://t.co/rwsVgXL4fE
10333,Connected_dev,"Today, we are attending the data journalism event @newmwdiahub as part of Day1 activities for #AODC17?€? https://t.co/6iOBRGeOBw"
10334,Hegemommy,"When another journalist on the opposite viewpoint is ""objective"" for ignoring that data then wtf are we pretending journalism is anyways"
10335,elliswonk,Wow. Nice to see solid data journalism happening at Patriot Hole. https://t.co/7rrwZCceLq
10336,shmcminn,Most impressed that this data actually exists somewhere https://t.co/Vx2SB31Shx
10337,gijn,"How @guardian uses data from its tool ""Reader Questions"" to feedback to editors to shape future coverage?€? https://t.co/Q8EgS5jII2"
10338,RajneeshB,?€?Here are over 27 examples of data journalism in broadcast and video?€? by @paulbradshaw https://t.co/4wPLFJ9tnQ #dataviz #datajournalism
10339,infogram,The media has been encouraged to embrace data journalism to be able to enhance their reporting.?€? https://t.co/Q4wdJ99lHR
10340,Internews,?€?Using Data to (Re)build Trust in Media?€? by @evaconstantaras for @MozLearn https://t.co/JmSr9iLdJZ #mediadev #ddj #datajournalism
10341,jameshohmann,This is truly fantastic journalism. Dogged on the ground reporting from across the globe + smart use of data. Worth?€? https://t.co/3UYtdx1pMU
10344,AndrewDFish,@TheInterceptBr: How metadata revealed lobbyists were behind labor reform amendments https://t.co/30jk11PmMs
10349,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/6KztiWeMJO"
10351,albertocairo,Three more hours to buy The Truthful Art at a discounted price of $29 https://t.co/0r9Z7sslUI #dataviz?€? https://t.co/ILMQlQqBhs
10352,Info_Activism,"Full Fact awarded $500,000 to build automated factchecking tools https://t.co/ndISqHvVgr"
10353,alexgibneyfilm,Follow @RuhullahKhapalw He's a great reporter. https://t.co/9HNfzHbLYO
10354,PaulBerton,"Good, easily digestible, shocking #datajournalism #datavizualization https://t.co/bUjXSYqNTz"
10355,gijn,10 things you have to consider when setting up a data journalism team in your newsroom from @fabiolatorres?€? https://t.co/d1L5Yywfzt
10357,walkleys,"Speaking data to power:
Meet Pulitzer finalist, Google data journalism whiz &amp; Storyology 2017 speaker @irenejayliu:?€? https://t.co/emubRaBD9r"
10359,gijn,@italiaafuoco @gbvitrano @OpenStreetMapIt @giornaleprociv @aborruso @il_tempe @matt_fortini @marievafavoino?€? https://t.co/PhTRSuKKHD
10362,TheWJP,Alejandro Ponce of @TheWJP at #WJForum in The Hague: #criminaljustice data + journalism/storytelling a great formul?€? https://t.co/9fWZKmAnHj
10363,darrenrovell,@gjohns It's still friendly. Journalism is getting more and more data. It's a dialogue not a monologue. Interest di?€? https://t.co/2kssI2ihVi
10364,GENinnovate,"Discover the #DataJournalism Awards 2017 winning projects
?€?featuring @electionland @wsj @RutasConflicto @KRIKrs?€?
https://t.co/G8dJqPngGM"
10365,martinstabe,A reproducible #rstats workflow for data journalism ?€? very useful stuff by @grssnbchr: https://t.co/gi7Jv2IaQ2 #ddj
10367,mediatwit,The hiring problem behind the #diversity problem in data #journalism https://t.co/b3eBi1rnyS @webjournalist @USCAnnenberg @Journalism_360
10368,jschwabish,"A #ThePolicyVizPodcast look-back: @albertocairo on data, #dataviz, and #datajournalism. | https://t.co/pYmxraOv5f https://t.co/YmzmMSauR5"
10369,pergrankvist,"Many newsrooms have data teams but few reporters have formal data training, study finds | Media news https://t.co/tQsnsJmznE"
10371,albertocairo,Two and a half months for the #digitalHumanities+#dataJournalism symposium https://t.co/0R8f4iVuiY Join us in Miami?€? https://t.co/gkLr0c928l
10373,mediatwit,.@datadotworld seeks to transform #datajournalism https://t.co/jfEGKSsz1L @biancafortis @be3d @jonloyens
10374,googlenewslab,We're looking for collaborators to work with @ejcnet on new Data Journalism Handbook. Interested??€? https://t.co/7nXhoQD9TL
10375,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/RfQdZTOLRJ https://t.co/e00fSWTVgg
10377,mediatwit,Data journalism needs to hire. So why aren?€?t companies snatching up qualified minorities? https://t.co/UeIJutfpy4 @thejovrnalism @IRE_NICAR
10380,shelholtz,PR &amp; marketing teams can apply data journalism principles to content marketing. Learn how at 7/27 webinar:?€? https://t.co/GKY8wJsc1f
10384,saikatd,LOL! Here @HartoshSinghBal cites data from Gill's think tank ICM. Tip: Read before you tweet https://t.co/vyQ4acICE6
10385,emamd,Some real shoe-leather journalism here. Really fun and useful page! (If you go to Disneyland) https://t.co/agQdpV9kSw
10386,mattyglesias,The 2009 Star Trek? Data journalism has failed. https://t.co/rTfzzp8zfa
10387,TomMarshall_B,@WhiteNoise1879 Sorry for not replying earlier. He mentioned it in passing at a data journalism talk for Opta recen?€? https://t.co/b4uogo9xVC
10388,spj_tweets,The hiring problem behind the diversity problem in #datajournalism https://t.co/iu3wKTh5cM by @webjournalist https://t.co/f2vdaVtcHu
10389,Justin_B_Smith,Smart data-driven video journalism from @business @BloombergTV ... https://t.co/0Qoh5BuVI9
10391,michellemanafy,The updated 'Bloomberg Way' style guide focuses on best practices for data and multiplatform journalism?€? https://t.co/e8lgVWCBhE
10393,SStirling,"Will wait til she arrives for formalities, but how anyone passed on this student is beyond me?€? https://t.co/uIPEnw54Bp"
10395,LeahBecerra,@replyall The other was The Star's Deep Background podcast. @kelsey_ryan was on to talk about data journalism+publi?€? https://t.co/pGG3Q3nYB0
10396,albertocairo,"Stack and unstack, about a graph by @mcgeoff: https://t.co/3CClxMMpMl #dataviz #infographics #ddj?€? https://t.co/5dyyaU467K"
10398,frankshyong,".@joemfox, @gaufre @priyakkumar smite the false god Mickey Mouse w/the power of investigative data journalism https://t.co/YzQScbCRCW"
10401,Bahareh360,This is the NUI Galway students' Data Journalism projects that I was referring to earlier today at #datajconf. https://t.co/sAqk10M7sp
10402,pmnewsnigeria,Data journalism: NAN committed to staff training https://t.co/7C1OEoVANK #News #Nigeria https://t.co/AXuYyU1wRZ
10403,BraceyHarris,@juliacraven I saw a journalist (a data one at that) dismiss the idea that journalism has a class issue.
10404,MSPowerBI,Check out @King5's story on how #Microsoft is using #PowerBI to grow lettuce on campus: https://t.co/PIrUWTy2x8 #ddj #datajournalism
10405,gijn,"@journalismnews Just a note, we featured your tweet on data journalism as a civic duty in @gijn's Top 10 #ddj July?€? https://t.co/ARf4MtQuyk"
10407,fvaraorta,"Big thanks to @educationweek Mark Walsh for chatting with me, @D_Aarons, @chendrie about latest data on diversity/i?€? https://t.co/4mx83sGSJ7"
10409,GregBarila,@ColinJamesTiser I think all Australia media awards need to be drastically overhauled. It's 2017 - how many have aw?€? https://t.co/sQE3vWQwuC
10413,Bahareh360,Check out these #DataJournalism work from @nuigalway's MA in Journalism students: https://t.co/aqyQMKz4Ja.?€? https://t.co/u1ZOcriSIv
10414,Chahali,The Data Journalism Handbook (2nd Edition) https://t.co/6thkFsPrHW
10415,kristenhare,"""The Bloomberg Way"" has been updated, and  there's a little more flexibility on the use of ""but.""?€? https://t.co/oNVOuSPR94"
10416,petarV,"Belingket likove treba upoznati.

Potpuno kontraintuitivno oldskul pretpostavki o novinarstvu da se ne sedi samo u?€? https://t.co/L8T94bTWLJ"
10417,pmnewsnigeria,Data Journalism: NAN Committed To Staff Training  https://t.co/aqkPnTm9gn https://t.co/VivibtCudS
10418,AbhinavAgarwal,"JFC!!! A Google search becomes ""data journalism""??? @IndiaSpend is not just dumb, it's in its own league of stupid.?€? https://t.co/6SVFlTVypq"
10420,stefan_primbs,"Data from analyzing 5,000 social videos suggests that only 1 percent will go viral - Nieman Journalism Lab https://t.co/LtxgJEiXHo"
10421,meganjwhelan,"Today I gave 3 people &amp; a camera access to my Facebook data for an upcoming @InsightRNZ, if you're wondering how far I'll go for journalism."
10423,gijnAfrica,"In this week's #ddj highlights by  @marksmith, this one by @journalism caught our eye: The Problem w/ #data team  https://t.co/TRCJeJgQ9Y"
10425,infogram,Best of Data Journalism for Video Storytelling https://t.co/x6WexGPN5d by @gijn https://t.co/jgEjG8LWhE
10428,albertocairo,Some progress; getting there... https://t.co/0R8f4iVuiY #digitalHumanities #ddj #dataviz #dataJournalism https://t.co/C30XkLVMTT
10429,gijn,We have a great company of #investigative &amp; #data journalism experts speaking at #GIJC17. You won't want to miss it?€? https://t.co/ijaX2SL009
10430,jiejennyzou,"""There is no pipeline problem here, folks."" #mediadiversity #datajournalism https://t.co/iu1LObzvr3"
10434,JZarracina,.@zerotoledo introduces @smfrogers before his session on Innovation in data journalism @abraji #twins https://t.co/6vkcehp4nz
10435,katiedrumm,Congratulations to everyone at Bloomberg News on being allowed to write like human beings. https://t.co/5kXic2lNA4
10436,fvaraorta,Major thx @webjournalist for including me in this profile of people of color working to break into investigative/da?€? https://t.co/rrvayV31ZE
10439,shelholtz,Time's running out to register for tomorrow's webinar that'll help communicators learn how to use data journalism:?€? https://t.co/COLA7NOxHI
10440,nodexl,Top Ten #DDJ: This Week?€?s Top Data Journalism https://t.co/ldjVjYR7xp
10442,walkleys,Exciting news! Introducing the @isentia Prize for Data Innovation in Journalism through the Walkley Innovation Fund: https://t.co/B3iAQtmjL8
10443,dieterholger,@egoddardhokie Why are you studying coding? I'm doing a masters course this September for data journalism/coding
10445,LNdata,PODCAST with  @EvaConstantaras https://t.co/vLO06D4wvC #ddj
10448,Poynter,Bloomberg's updated style guide is more than 300 pages and has an entire chapter on data journalism https://t.co/VwKPvYOUb9
10449,byPeteVernon,"Inbox: WNYC names @rhyne ""Editor for Data News and Interactive Journalism,"" to head station's data team"
10453,Authentic8,"Beyond the Daily Data Breach

8 industry experts on IT security in #journalism https://t.co/EQSrDBor8T

#blog https://t.co/NEWJT4n53v"
10456,gijn,@googlenewslab @smfrogers and @ejcnet to launch new version of Data Journalism Handbook next year: on top ten #ddj.?€? https://t.co/6xFV68jc9B
10457,gijn,10 things you need to know when building a data journalism team. https://t.co/PHONHaO3lr https://t.co/7D2DDu4GHe
10459,Connected_dev,"Some lessons learnt by @newmediahub in their data journalism training journey...
Do you agree that these lessons ar?€? https://t.co/86bJBHGvL9"
